part_place,part_name,house_type,house_big,floor,house_direct,house_sale_money,house_price,house_age,house_sale_time
罗湖 笋岗,笋岗大厦,2室1厅,64,中楼层,南,225,35156,未知,2016.06
罗湖 春风路,联城美园,1室0厅,27,中楼层,东,129,47777,2006,2016.06
福田 梅林,旭飞华安园,1室0厅,20,中楼层,北,95,47500,2000,2016.06
龙岗 布吉,星都豪庭,5室1厅,183,低楼层,南,815,44535,2012,2016.06
龙岗 龙岗中心,欧景城花园,3室2厅,105,中楼层,北,373.8,35600,2003,2016.06
龙岗 龙岗中心,碧湖玫瑰园,4室2厅,150,中楼层,南,402,26800,2000,2016.06
南山 蛇口,广物花园,3室2厅,109,高楼层,南 北,515,47247,1995,2016.06
福田 华强北,玮鹏花园,2室1厅,76,低楼层,南,520,68421,2001,2016.06
福田 香蜜湖,东海花园,3室2厅,136,低楼层,东南,1100,80882,1997,2016.06
龙岗 布吉,布吉一村,2室1厅,62,高楼层,东南,80,12903,1995,2016.06
罗湖 东门,旺业豪苑,2室1厅,49,高楼层,北,209,42653,未知,2016.06
福田 石厦,阳光四季,3室2厅,123,高楼层,南,860,69918,2000,2016.06
南山 前海,诺德假日花园,2室1厅,48,低楼层,西,350,72916,2009,2016.06
罗湖 春风路,联城美园,1室1厅,36,中楼层,西南,180,50000,2006,2016.06
龙华新区 龙华中心,桦润馨居,2室2厅,77,中楼层,东南,292,37922,2002,2016.06
龙华新区 龙华中心,乐景花园,1室1厅,48,中楼层,南,181,37708,2000,2016.06
宝安 桃源居,桃源盛景园十五区,2室2厅,77,中楼层,东南,348,45194,未知,2016.06
龙华新区 龙华中心,金地上塘道花园,2室2厅,55,低楼层,东南,310,56363,2011,2016.06
龙华新区 龙华中心,银泉花园,2室2厅,74,中楼层,北,270,36486,1999,2016.06
龙华新区 民治,潜龙花园,2室2厅,83,中楼层,东,275,33132,2000,2016.06
罗湖 百仕达,东乐花园,3室2厅,126,中楼层,南,420,33333,1993,2016.06
龙岗 布吉,桂芳园五期,2室2厅,69,中楼层,西北,297,43043,2003,2016.06
龙华新区 龙华中心,中环花园,3室2厅,94,高楼层,南,305,32446,2000,2016.06
罗湖 翠竹,特力大厦,1室1厅,44,低楼层,北,167,37954,1998,2016.06
龙华新区 龙华中心,南国丽园,3室2厅,113,低楼层,北,520,46017,2009,2016.06
龙华新区 龙华中心,南国丽园,2室2厅,69,中楼层,南,295,42753,2009,2016.06
龙华新区 坂田,万家灯火,2室2厅,63,高楼层,东,256.6,40730,2001,2016.06
宝安 西乡,天骄世家,2室2厅,77,高楼层,东,340,44155,未知,2016.06
罗湖 黄贝岭,华丽花园,3室2厅,89,低楼层,东北,415,46629,未知,2016.06
龙华新区 深圳北站,金地梅陇镇二期,3室2厅,105,中楼层,南,516,49142,2007,2016.06
宝安 西乡,中粮澜山,4室2厅,141,高楼层,南,645,45744,2009,2016.06
南山 前海,星海名城二期八组团,3室2厅,88,中楼层,西,550,62500,2002,2016.06
宝安 宝安中心,花样年花郡(宝安),1室0厅,28,中楼层,东北,170,60714,2010,2016.06
龙华新区 深圳北站,锦绣江南一二期,2室2厅,74,高楼层,南,315,42567,2003,2016.06
龙岗 布吉,布吉中心广场,2室1厅,84,低楼层,北,203,24166,2001,2016.06
龙华新区 深圳北站,莱蒙水榭春天B区6期,3室2厅,88,低楼层,西南,570,64772,2014,2016.06
南山 华侨城,京基御景东方,4室2厅,193,高楼层,东南,1878,97305,2006,2016.06
南山 华侨城,锦绣花园(南山区),4室2厅,193,中楼层,东南,1500,77720,2001,2016.06
罗湖 莲塘,梧桐山新居,3室2厅,86,中楼层,南 北,420,48837,2001,2016.06
南山 前海,新德家园,2室1厅,47,中楼层,东,323.8,68893,2006,2016.06
宝安 西乡,中粮锦云,3室2厅,78,中楼层,东南,430,55128,2012,2016.06
龙岗 布吉,康达尔花园一期,2室2厅,80,中楼层,南,278,34750,2001,2016.06
福田 皇岗,皇御苑一期,1室0厅,31,低楼层,东南,150,48387,1998,2016.06
罗湖 莲塘,畔山花园,4室2厅,117,中楼层,南 北,446,38119,1998,2016.06
龙岗 布吉,国展苑,2室1厅,55,低楼层,西南,159.5,29000,2002,2016.06
龙岗 坂田,润创兴时代公寓,2室2厅,50,中楼层,南,190,38000,2013,2016.06
龙华新区 龙华中心,南国丽园,3室2厅,111,低楼层,南,476.3,42909,2009,2016.06
龙岗 南联,锦城星苑,1室1厅,51,高楼层,北,117,22941,2006,2016.06
福田 福田保税区,朗庭豪园,2室1厅,72,中楼层,西北,308,42777,2000,2016.06
龙岗 龙岗中心,宝能悦澜山花园,3室2厅,89,低楼层,南,380,42696,2014,2016.06
南山 科技园,熙湾,3室2厅,114,高楼层,南,1078,94561,2005,2016.06
福田 新洲,嘉葆润金座,2室1厅,35,中楼层,东,299,85428,2013,2016.06
龙岗 横岗,水晶之城,2室2厅,34,中楼层,南,138.5,40735,2002,2016.06
福田 华强南,京基御景华城,2室2厅,69,高楼层,西南,380,55072,2005,2016.06
龙岗 南联,欧意轩花园,3室1厅,69,中楼层,南 北,195,28260,2004,2016.06
盐田 沙头角,碧桐海苑,1室1厅,40,低楼层,东南,161.5,40375,2005,2016.06
福田 皇岗,皇达东方雅苑,2室2厅,68,中楼层,北,480,70588,2003,2016.06
福田 景田,俊景豪园,3室2厅,112,低楼层,西南,638,56964,2003,2016.06
龙华新区 深圳北站,莱蒙水榭春天1到3期,2室2厅,67,高楼层,南,410,61194,未知,2016.06
宝安 宝安中心,丽晶国际,2室2厅,84,低楼层,东南,503,59880,2005,2016.06
罗湖 春风路,金鼎大厦,1室1厅,46,中楼层,西北,188,40869,2003,2016.06
龙岗 布吉,南岭花园,2室2厅,73,高楼层,北,195,26712,1994,2016.06
南山 后海,福园单身公寓,1室0厅,39,高楼层,东,146,37435,1989,2016.06
罗湖 清水河,龙园山庄,3室1厅,80,中楼层,南,256.5,32062,1997,2016.06
福田 梅林,华茂苑,2室1厅,58,中楼层,南,299,51551,1997,2016.06
福田 梅林,汇龙花园,1室1厅,41,中楼层,北,220,53658,2009,2016.06
罗湖 黄贝岭,金城华庭,1室1厅,35,高楼层,东南,235,67142,未知,2016.06
龙岗 横岗,信义锦绣花园,2室2厅,72,高楼层,东南,262.2,36416,2009,2016.06
福田 八卦岭,合正瑞园,2室1厅,80,低楼层,南,515,64375,2006,2016.06
南山 西丽,俊峰丽舍,3室2厅,107,中楼层,东 西,620,57943,2004,2016.06
宝安 西乡,碧海富通城一期,3室2厅,94,高楼层,南,530,56382,2007,2016.06
福田 香蜜湖,香蜜湖豪庭,2室2厅,55,高楼层,南,685,124545,2001,2016.06
龙华新区 深圳北站,书香门第上河坊,2室1厅,52,中楼层,西南,268,51538,2009,2016.06
龙岗 坂田,万科四季花城,2室2厅,64,低楼层,南,316,49375,2000,2016.06
南山 华侨城,香山里,3室2厅,167,低楼层,东南,560,33532,2010,2016.06
龙华新区 龙华中心,东华明珠园,2室2厅,66,高楼层,西北,277,41969,2007,2016.06
龙岗 横岗,麟恒中心广场一期,1室1厅,31,高楼层,南,140.69,45383,2014,2016.06
宝安 宝安中心,尚都,4室2厅,201,中楼层,南,1260,62686,2005,2016.06
南山 南头,友邻公寓,1室0厅,28,低楼层,东南,164.5,58750,2005,2016.06
福田 新洲,骏皇嘉园,2室2厅,66,低楼层,西北,376,56969,2005,2016.06
龙岗 布吉,德兴花园,2室1厅,63,中楼层,南,179.8,28539,1995,2016.06
福田 石厦,瑞和园,2室2厅,76,中楼层,东南,445,58552,1996,2016.06
龙华新区 深圳北站,莱蒙水榭春天1到3期,4室2厅,113,高楼层,东,733,64867,2010,2016.06
福田 香蜜湖,中旅国际公馆2期,3室2厅,117,低楼层,南,1315,112393,2005,2016.06
宝安 西乡,西城丰和,3室2厅,79,高楼层,北,368,46582,未知,2016.06
南山 蛇口,四海公寓,2室1厅,48,高楼层,南,320,66666,2008,2016.06
南山 后海,雅仕荔景苑,1室1厅,37,中楼层,西,235,63513,2002,2016.06
龙华新区 清湖,美丽365花园,2室2厅,74,中楼层,西北,278,37567,2002,2016.06
罗湖 百仕达,泰宁花园,2室2厅,67,高楼层,东北,278,41492,1997,2016.06
福田 梅林,梅兴苑,1室1厅,41,低楼层,南,200,48780,1996,2016.06
罗湖 春风路,长丰苑,1室0厅,44,高楼层,西北,131.84,29963,2000,2016.06
福田 皇岗,高发城驰苑,2室2厅,55,高楼层,南,338,61454,未知,2016.06
盐田 梅沙,海世界公寓,1室0厅,53,中楼层,南,171,32264,2002,2016.06
福田 梅林,碧荔花园,2室2厅,75,高楼层,北,413.68,55157,1998,2016.06
福田 福田中心,中银花园,3室2厅,99,中楼层,西北,500,50505,1997,2016.06
福田 华强北,金茂礼都,1室0厅,32,中楼层,北,388,121250,2004,2016.06
龙岗 布吉,康达尔花园三期,2室2厅,68,低楼层,东南,255,37500,2001,2016.06
龙华新区 龙华中心,龙源大厦,3室1厅,79,中楼层,西北,265,33544,未知,2016.06
宝安 桃源居,桃源居五区,3室3厅,74,高楼层,东,366,49459,2001,2016.06
龙岗 横岗,瑞泽佳园,3室2厅,89,高楼层,南,332,37303,2011,2016.06
龙岗 布吉,大世纪水山缘,2室2厅,68,高楼层,南,241,35441,2004,2016.06
罗湖 黄贝岭,乐扬枫景,2室1厅,56,中楼层,南,290,51785,未知,2016.06
宝安 宝安中心,花样年花郡(宝安),2室1厅,59,中楼层,南,368,62372,2010,2016.06
龙华新区 深圳北站,华美丽苑,4室2厅,92,低楼层,西南,330,35869,2004,2016.06
罗湖 地王,和平广场,2室1厅,63,低楼层,东南,300,47619,未知,2016.06
龙华新区 深圳北站,莱蒙水榭春天1到3期,4室2厅,86,中楼层,南,291,33837,2010,2016.06
福田 莲花,长城盛世家园二期,3室2厅,94,低楼层,北,568,60425,2004,2016.06
宝安 新安,创业二村,1室1厅,44,中楼层,东南,204,46363,2001,2016.06
宝安 新安,香缤广场,2室2厅,72,中楼层,东南,386,53611,2006,2016.06
龙岗 龙岗中心,万科翰邻城,3室2厅,78,低楼层,南,340,43589,2011,2016.06
宝安 西乡,青春庭园,1室0厅,26,中楼层,东南,129.25,49711,2004,2016.06
龙岗 龙岗中心,招商依山郡,4室2厅,126,高楼层,南,482,38253,未知,2016.06
罗湖 春风路,银座金钻,1室1厅,45,高楼层,南,182,40444,1992,2016.06
南山 南头,怡园大厦,2室2厅,98,中楼层,南,450,45918,1998,2016.06
南山 科技园,创世纪滨海花园,2室2厅,72,中楼层,西南,442,61388,2001,2016.06
龙岗 南联,万象天成,2室2厅,71,中楼层,西南,220,30985,2009,2016.06
宝安 宝安中心,滨海春城,3室2厅,117,低楼层,南,526,44957,2005,2016.06
福田 福田保税区,城市3米6公寓,1室1厅,47,中楼层,西,200,42553,2003,2016.06
南山 蛇口,四海公寓,1室1厅,48,中楼层,西南,300,62500,2008,2016.06
福田 百花,百花公寓,3室2厅,110,中楼层,东南,1060,96363,1993,2016.06
福田 景田,俊景豪园,4室2厅,148,中楼层,西南,855,57770,2003,2016.06
龙岗 布吉,金运家园,1室1厅,48,中楼层,东北,150,31250,2003,2016.06
龙岗 南联,鹏达花园,2室2厅,78,低楼层,南,204,26153,2001,2016.06
罗湖 东门,东门168,1室0厅,19,中楼层,东北,125,65789,2004,2016.06
南山 深圳湾,太古城南,1室1厅,41,高楼层,西南,388,94634,2011,2016.06
龙岗 横岗,水晶之城,2室1厅,34,高楼层,北,137,40294,2002,2016.06
南山 蛇口,海韵嘉园,3室2厅,96,高楼层,西南,650,67708,2005,2016.06
福田 园岭,圆龙园,3室2厅,128,高楼层,南,918,71718,2001,2016.06
宝安 新安,中洲华府,2室2厅,68,中楼层,东南,400,58823,2015,2016.06
宝安 西乡,广兴源圣拿威,1室1厅,33,中楼层,西北,205,62121,2012,2016.06
宝安 新安,泰华大厦,4室2厅,113,高楼层,东南,360,31858,1996,2016.06
龙岗 布吉,信义荔山公馆,3室1厅,88,高楼层,南,460,52272,2009,2016.06
龙岗 横岗,麟恒中心广场一期,1室1厅,33,中楼层,西南,140.8,42666,2014,2016.06
龙岗 布吉,又一村花园,1室1厅,47,中楼层,南,146,31063,未知,2016.06
龙华新区 民治,潜龙鑫茂花园B区,2室2厅,62,高楼层,南,296.8,47870,2006,2016.06
宝安 西乡,鸿隆广场,2室1厅,49,高楼层,西北,244,49795,2005,2016.06
福田 石厦,绿洲丰和,2室2厅,66,中楼层,南,485,73484,2005,2016.06
龙岗 布吉,泰雅园,3室2厅,95,中楼层,东南,378,39789,2006,2016.06
南山 深圳湾,太古城南,1室1厅,43,低楼层,东南,403.8,93906,2011,2016.06
龙岗 布吉,康达尔花园四期,2室2厅,72,低楼层,东北,266,36944,2002,2016.06
龙岗 横岗,THETOWN乐城,3室2厅,89,中楼层,东南,325,36516,2013,2016.06
福田 梅林,锦林新居,2室2厅,76,高楼层,南,333,43815,1997,2016.06
龙岗 布吉,德兴花园,2室2厅,77,低楼层,南,224,29090,1995,2016.06
福田 皇岗,京隆苑,2室2厅,84,中楼层,南,458,54523,未知,2016.06
南山 红树湾,百仕达红树西岸,5室2厅,323,低楼层,东南,2720,84210,2005,2016.06
南山 蛇口,后海公馆,2室2厅,67,高楼层,西北,560,83582,2007,2016.06
龙岗 龙岗中心,余岭山庄,3室2厅,102,低楼层,南,306,30000,1996,2016.06
龙岗 布吉,龙珠花园(布吉),3室1厅,76,高楼层,东南,245,32236,1999,2016.06
龙华新区 龙华中心,金地上塘道花园,2室2厅,55,中楼层,南,319.4,58072,2011,2016.06
龙岗 布吉,龙珠花园(布吉),2室1厅,58,高楼层,西,194,33448,1999,2016.06
宝安 宝安中心,花样年花乡,1室1厅,38,低楼层,西北,231.6,60947,2011,2016.06
福田 新洲,嘉葆润金座,3室1厅,44,中楼层,西,339,77045,2013,2016.06
龙岗 坂田,万科城,1室0厅,35,中楼层,北,166,47428,2004,2016.06
龙岗 龙岗中心,宝能悦澜山花园,4室2厅,89,低楼层,东南,383,43033,2014,2016.06
龙华新区 龙华中心,新华苑,2室2厅,70,低楼层,南,290,41428,2002,2016.06
福田 上下沙,金地花园,1室1厅,36,高楼层,南,161.5,44861,1993,2016.06
南山 前海,绿海名都,2室1厅,77,低楼层,东南,506,65714,2004,2016.06
龙岗 布吉,龙园意境,4室2厅,132,中楼层,南 北,140,10606,未知,2016.06
龙岗 布吉,龙园意境,4室2厅,132,中楼层,南 北,312,23636,未知,2016.06
龙华新区 民治,星河盛世,2室2厅,76,中楼层,西南,470,61842,2012,2016.06
南山 前海,诺德假日花园,2室1厅,49,中楼层,东南,374,76326,2009,2016.06
龙岗 布吉,国展苑,2室2厅,51,低楼层,东北,162,31764,2002,2016.06
龙岗 布吉,粤宝花园,2室2厅,63,低楼层,东 北,179,28412,2003,2016.06
龙华新区 清湖,幸福城三期,3室3厅,90,中楼层,西南,535,59444,2015,2016.06
南山 蛇口,栖游记,2室1厅,72,中楼层,东南,498,69166,2013,2016.06
福田 福田中心,深业花园,5室2厅,182,中楼层,西南,1648,90549,2001,2016.06
龙岗 南联,深房传麒尚林,2室2厅,80,中楼层,南,225,28125,2013,2016.06
罗湖 东门,京基东方华都,1室1厅,43,高楼层,北,230,53488,2005,2016.06
福田 华强南,桐林城市广场,2室1厅,54,中楼层,西南,341,63148,2012,2016.06
南山 西丽,龙都花园,3室2厅,95,高楼层,东北,395,41578,1999,2016.06
福田 梅林,旭飞华安园,1室1厅,29,高楼层,南,145,50000,2000,2016.06
南山 华侨城,锦绣花园(南山区),4室2厅,193,中楼层,东南,1280,66321,2001,2016.06
南山 南山中心,向南西海花园,2室2厅,70,中楼层,东,442,63142,2003,2016.06
罗湖 春风路,联城美园,1室1厅,37,中楼层,北,188.8,51027,2006,2016.06
龙岗 布吉,信义荔山公馆,3室2厅,89,中楼层,东北,439.8,49415,2010,2016.06
龙岗 布吉,名城国际广场,3室2厅,84,中楼层,南,190,22619,1992,2016.06
龙华新区 清湖,劲力城市明珠,2室2厅,64,低楼层,东南,264,41250,2006,2016.06
龙岗 布吉,德兴花园,2室1厅,77,中楼层,南 北,231,30000,1995,2016.06
福田 新洲,新洲花园综合楼,3室2厅,85,中楼层,南 北,347,40823,未知,2016.06
龙岗 布吉,宝丽苑,1室0厅,33,中楼层,南,82.5,25000,1997,2016.06
盐田 梅沙,海语东园,1室1厅,48,中楼层,南,169,35208,2003,2016.06
罗湖 东门,聚龙大厦,2室1厅,57,高楼层,西南,280,49122,未知,2016.06
宝安 宝安中心,泰华锦绣城,2室2厅,79,高楼层,东北,335,42405,1999,2016.06
宝安 西乡,山语华庭,2室2厅,82,中楼层,东南,390,47560,未知,2016.06
福田 福田中心,中海华庭,2室1厅,85,中楼层,西南,703,82705,2000,2016.06
南山 西丽,龙都名园,3室2厅,90,中楼层,北,430,47777,2002,2016.06
宝安 桃源居,世外桃源,3室2厅,116,高楼层,南,421,36293,2004,2016.06
龙华新区 深圳北站,莱蒙水榭春天1到3期,4室2厅,140,中楼层,东南,291,20785,2010,2016.06
龙岗 布吉,鸿润豪苑,2室1厅,47,中楼层,北,161.5,34361,2009,2016.06
福田 八卦岭,意馨居,1室0厅,36,中楼层,北,163,45277,未知,2016.06
龙岗 布吉,万科红一期,1室1厅,40,中楼层,西南,203,50750,2011,2016.06
龙岗 布吉,星都豪庭,2室2厅,57,低楼层,东北,222,38947,2012,2016.06
福田 华侨城,新浩城花园,2室1厅,64,低楼层,东南,420,65625,1999,2016.06
罗湖 清水河,旭飞华天苑,1室1厅,28,中楼层,北,101,36071,1998,2016.06
龙岗 横岗,信义锦绣花园,3室2厅,95,高楼层,西北,306,32210,2009,2016.06
罗湖 东门,嘉年华名苑,2室1厅,68,中楼层,南,369.5,54338,未知,2016.05
福田 八卦岭,城市主场,1室1厅,45,高楼层,西北,263,58444,2005,2016.05
龙华新区 龙华中心,富通天骏,3室2厅,105,中楼层,南,480,45714,2003,2016.05
南山 前海,瑞景华庭,2室1厅,55,高楼层,南,316,57454,2000,2016.05
龙岗 龙岗中心,瑞华园,4室2厅,111,中楼层,南,470,42342,2008,2016.05
龙华新区 深圳北站,金地梅陇镇二期,2室2厅,80,低楼层,南,368,46000,2007,2016.05
龙岗 布吉,佳兆业可园六期,3室2厅,110,中楼层,南,525,47727,2009,2016.05
南山 红树湾,美庐锦园,4室2厅,166,高楼层,南,1000,60240,2001,2016.05
南山 后海,海晖大厦,3室2厅,96,低楼层,东南,415,43229,1994,2016.05
宝安 新安,中洲华府,1室1厅,49,中楼层,东南,282,57551,2015,2016.05
宝安 西乡,招商果岭花园,3室2厅,88,中楼层,西南 东北,503,57159,2013,2016.05
龙岗 龙岗中心,振业峦山谷,2室2厅,80,高楼层,南 北,241,30125,2009,2016.05
龙华新区 龙华中心,特发和平里,3室2厅,89,中楼层,东南,495,55617,2013,2016.05
龙岗 坂田,万科第五园三期,4室2厅,115,中楼层,南,180,15652,2008,2016.05
宝安 桃源居,桃源居十一区,3室2厅,132,低楼层,东,585,44318,2007,2016.05
福田 梅林,翰岭院,1室1厅,41,低楼层,北,247,60243,2005,2016.05
宝安 宝安中心,石鸿花园,3室2厅,78,中楼层,东南,326,41794,1998,2016.05
福田 华强南,南光捷佳大厦,1室0厅,45,高楼层,东北,158,35111,2002,2016.05
福田 华强南,京基御景华城,1室1厅,38,中楼层,东北,203.8,53631,2005,2016.05
龙岗 布吉,阳光花园,2室1厅,51,高楼层,南,196,38431,2003,2016.05
龙华新区 龙华中心,青年城邦园,1室1厅,41,高楼层,南,182,44390,未知,2016.05
宝安 新安,中信楼宝安,2室2厅,50,中楼层,东南,173.5,34700,未知,2016.05
宝安 宝安中心,豪城馨庭居,4室2厅,134,高楼层,东南,577,43059,2002,2016.05
福田 皇岗,皇御苑二期,2室0厅,64,高楼层,南,400,62500,2003,2016.05
宝安 桃源居,桃源峰景园,3室2厅,86,高楼层,南,405,47093,2011,2016.05
宝安 宝安中心,花样年花乡,1室1厅,41,低楼层,东南,242,59024,2011,2016.05
龙华新区 清湖,幸福城三期,4室2厅,90,中楼层,西南,525,58333,2015,2016.05
龙岗 南联,深房传麒尚林,2室2厅,70,高楼层,西南,214,30571,2013,2016.05
福田 福田中心,彩福大厦,1室1厅,49,高楼层,西,224.5,45816,2001,2016.05
龙岗 横岗,信义御城豪园,3室2厅,89,中楼层,东南,350,39325,2013,2016.05
